3,1,2[B@432db0f53,2,1[B@62e526a84,3,1[B@92febd24,4,0[B@71a134af1,0,[B@2dfbb254
2,0,[B@89e348b,,,,,,,,
3,0,[B@533e043c,,,,,,,,
4,0,[B@3a26c650,,,,,,,,
6,0,[B@60e1ff4c,,,,,,,,
6,0,[B@1743b832,,,,,,,,
8,0,[B@230a64ed,,,,,,,,
8,0,[B@28678bdb,,,,,,,,
10,0,[B@6bcf114d,,,,,,,,
10,0,[B@50817b3a,,,,,,,,
12,0,[B@4eb6b5d8,,,,,,,,
13,0,[B@31ad81ca,,,,,,,,
16,0,[B@496d6039,,,,,,,,
17,0,[B@2d7f424d,,,,,,,,
17,0,[B@635fd958,,,,,,,,
18,0,[B@3e41b3e9,,,,,,,,
20,0,[B@3166967a,,,,,,,,
20,0,[B@195e7152,,,,,,,,
21,0,[B@7ba949f8,,,,,,,,
21,0,[B@664b4d71,,,,,,,,
22,0,[B@70ae930e,,,,,,,,
22,0,[B@7ffd05bd,,,,,,,,
24,0,[B@6384d59e,,,,,,,,
24,0,[B@214bf60b,,,,,,,,
26,0,[B@278eb1cb,,,,,,,,
26,0,[B@3bc1ec5a,,,,,,,,
28,0,[B@7e465206,,,,,,,,
29,0,[B@2a20e165,,,,,,,,
29,0,[B@4b0ce71f,,,,,,,,
31,0,[B@380d9c76,,,,,,,,
31,0,[B@d04c960,,,,,,,,
34,0,[B@19a89561,,,,,,,,
34,0,[B@2bc100d6,,,,,,,,
35,0,[B@9836b79,,,,,,,,
35,0,[B@2593bd80,,,,,,,,
37,0,[B@5c80e2e6,,,,,,,,
38,0,[B@433df601,,,,,,,,
38,0,[B@2290a4ca,,,,,,,,
39,0,[B@2d040b90,,,,,,,,
41,0,[B@33b7b22e,,,,,,,,
41,0,[B@402aafce,,,,,,,,
42,0,[B@375b750b,,,,,,,,
44,0,[B@685874e,,,,,,,,
44,0,[B@2a3cf232,,,,,,,,
46,0,[B@3aafe493,,,,,,,,
46,0,[B@14b0ec5a,,,,,,,,
48,0,[B@3e5930a7,,,,,,,,
48,0,[B@31174f81,,,,,,,,
50,0,[B@55cd6496,,,,,,,,
50,0,[B@548fe0a0,,,,,,,,
51,0,[B@45b97ff1,,,,,,,,
56,0,[B@5932250,,,,,,,,
56,0,[B@235ba64,,,,,,,,
56,0,[B@7af6b3ba,,,,,,,,
56,0,[B@782140ac,,,,,,,,
58,0,[B@27e057b8,,,,,,,,
59,0,[B@412909f2,,,,,,,,
59,0,[B@35a48bab,,,,,,,,
59,0,[B@3d236531,,,,,,,,
61,0,[B@49891a63,,,,,,,,
61,0,[B@56f1515e,,,,,,,,
63,0,[B@77b3dd5,,,,,,,,
63,0,[B@2778b216,,,,,,,,
64,0,[B@4357fab7,,,,,,,,
66,0,[B@77ba9b35,,,,,,,,
66,0,[B@6641b4be,,,,,,,,
67,0,[B@575fd23e,,,,,,,,
70,0,[B@6b561f8f,,,,,,,,
71,0,[B@435b3c76,,,,,,,,
71,0,[B@58c650,,,,,,,,
71,0,[B@69c78476,,,,,,,,
80,0,[B@4c99195b,,,,,,,,
81,0,[B@78cf5ee0,,,,,,,,
81,0,[B@3bad7201,,,,,,,,
81,0,[B@789f6070,,,,,,,,
81,0,[B@5829060e,,,,,,,,
81,0,[B@59104641,,,,,,,,
81,0,[B@5cbba9c2,,,,,,,,
81,0,[B@13dbcaf9,,,,,,,,
81,0,[B@340c0ff8,,,,,,,,
81,0,[B@6848b021,,,,,,,,
82,0,[B@42922e27,,,,,,,,
84,0,[B@460e2d98,,,,,,,,
85,0,[B@2ac3d1f9,,,,,,,,
85,0,[B@18dde648,,,,,,,,
97,0,[B@350e4c1c,,,,,,,,
97,0,[B@6d2c3a85,,,,,,,,
97,0,[B@45f527f0,,,,,,,,
97,0,[B@190b4350,,,,,,,,
97,0,[B@63177969,,,,,,,,
97,0,[B@65bd1fde,,,,,,,,
97,0,[B@6df0f309,,,,,,,,
97,0,[B@659ca59f,,,,,,,,
97,0,[B@195fe816,,,,,,,,
97,0,[B@95aafb2,,,,,,,,
97,0,[B@48d147c8,,,,,,,,
97,0,[B@2eb8ca05,,,,,,,,
99,0,[B@6426b88a,,,,,,,,
100,0,[B@136f1d9c,,,,,,,,
104,0,[B@4dab0787,,,,,,,,
105,0,[B@79ec9cb2,,,,,,,,
105,0,[B@36b8c31c,,,,,,,,
105,0,[B@78ae5914,,,,,,,,
109,0,[B@621ac4cc,,,,,,,,
111,0,[B@7f51cb99,,,,,,,,
112,0,[B@3850d994,,,,,,,,
112,0,[B@396ed41b,,,,,,,,
112,0,[B@54ce2f5a,,,,,,,,
112,0,[B@284a0333,,,,,,,,
112,0,[B@7e0d539,,,,,,,,
116,0,[B@3e391f25,,,,,,,,
116,0,[B@111a0201,,,,,,,,
117,0,[B@2a864148,,,,,,,,
117,0,[B@28d3895f,,,,,,,,
117,0,[B@33fab068,,,,,,,,
117,0,[B@51c02284,,,,,,,,
117,0,[B@3b9b3253,,,,,,,,
119,0,[B@4278051d,,,,,,,,
121,0,[B@bafd5ff,,,,,,,,
121,0,[B@35de3844,,,,,,,,
121,0,[B@78161479,,,,,,,,
122,0,[B@bbdc12e,,,,,,,,
123,0,[B@15bfa22b,,,,,,,,
125,0,[B@4e735536,,,,,,,,
125,0,[B@2f121904,,,,,,,,
130,0,[B@7e7e7b0c,,,,,,,,
130,0,[B@1378a67d,,,,,,,,
132,0,[B@4f086d7d,,,,,,,,
132,0,[B@c0c1940,,,,,,,,
138,0,[B@3f2f7347,,,,,,,,
140,0,[B@566e96cd,,,,,,,,
141,0,[B@11bcbffb,,,,,,,,
142,0,[B@71b3dee6,,,,,,,,
143,0,[B@74a23df8,,,,,,,,
144,0,[B@5ab9966b,,,,,,,,
145,0,[B@6fc520fe,,,,,,,,
